GlyphID,Phoneme,SegmentClass,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,lenis,raisedLarynxEjective,loweredLarynxImplosive,click,Count
0261+01C1+0078,ɡǁx,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,"+,-",-,0,0,"+,-",+,-,-,+,+,-,-,-,0,-,-,"+,-",-,-,-,-,-,-,-,"+,-",13.28048780487805
0261+01C2+006B+0078+02BC,ɡǂkxʼ,consonant,0,-,-,-,-,+,-,-,"-,+",-,-,-,-,-,-,0,0,"+,-",-,+,-,+,+,-,-,-,0,-,-,"+,-",-,-,"-,+",-,-,"-,+",-,"+,-",8.853658536585366
0261+01C2+006B+02B0,ɡǂkʰ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"+,-",-,+,-,+,+,-,-,-,0,-,-,"+,-",-,"-,+",-,-,-,-,-,"+,-",8.853658536585366
0261+01C3+006B+0078+02BC,ɡǃkxʼ,consonant,0,-,-,-,-,+,-,-,"-,+",-,-,-,-,-,-,0,0,"+,-",+,-,-,+,+,-,-,-,0,-,-,"+,-",-,-,"-,+",-,-,"-,+",-,"+,-",8.853658536585366
0261+01C3+006B+02B0,ɡǃkʰ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"+,-",+,-,-,+,+,-,-,-,0,-,-,"+,-",-,"-,+",-,-,-,-,-,"+,-",8.853658536585366
0261+0298,ɡʘ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,+,8.853658536585366
0261+0298+006B+0078+02BC,ɡʘkxʼ,consonant,0,-,-,-,-,+,-,-,"-,+",-,-,-,-,-,"+,-",-,-,-,0,0,0,+,+,-,-,-,0,-,-,"+,-",-,-,"-,+",-,-,"-,+",-,"+,-",8.853658536585366
0261+0298+006B+02B0,ɡʘkʰ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,"+,-",-,-,-,0,0,0,+,+,-,-,-,0,-,-,"+,-",-,"-,+",-,-,-,-,-,"+,-",8.853658536585366
0261+0298+0078,ɡʘx,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,"+,-",-,-,-,0,0,0,+,+,-,-,-,0,-,-,"+,-",-,-,-,-,-,-,-,"+,-",8.853658536585366
0261+02BC+006B+0078+02BC,ɡʼkxʼ,consonant,0,-,-,-,-,+,-,-,"-,+",-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,-,-,-,+,-,-,+,-,-,8.853658536585366
0262+01C0,ɢǀ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,-,-,-,+,0,-,-,+,-,-,-,-,-,-,-,+,8.853658536585366
0262+01C0+0071+02B0,ɢǀqʰ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"+,-",+,+,-,+,-,-,-,+,0,-,-,"+,-",-,"-,+",-,-,-,-,-,"+,-",8.853658536585366
0262+01C1,ɢǁ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,+,-,0,0,+,+,-,-,+,-,-,-,+,0,-,-,+,-,-,-,-,-,-,-,+,8.853658536585366
0262+01C1+0071+02B0,ɢǁqʰ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,"+,-",-,0,0,"+,-",+,-,-,+,-,-,-,+,0,-,-,"+,-",-,"-,+",-,-,-,-,-,"+,-",8.853658536585366
0262+01C2,ɢǂ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,-,-,-,+,0,-,-,+,-,-,-,-,-,-,-,+,8.853658536585366
0262+01C3,ɢǃ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,-,-,-,+,0,-,-,+,-,-,-,-,-,-,-,+,8.853658536585366
0262+01C3+0071+02B0,ɢǃqʰ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"+,-",+,-,-,+,-,-,-,+,0,-,-,"+,-",-,"-,+",-,-,-,-,-,"+,-",8.853658536585366
0262+0298,ɢʘ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,-,-,-,-,+,8.853658536585366
0262+02B1,ɢʱ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,-,-,+,-,+,-,-,-,-,-,-,8.853658536585366
0294+014B+01C0,ʔŋǀ,consonant,0,-,-,-,-,+,"-,+",-,-,-,-,-,"-,+",-,-,0,0,"-,+",+,+,-,"-,+",+,-,-,-,0,-,-,"-,+",-,-,"+,-",-,-,-,-,"-,+",8.853658536585366
0294+014B+01C1,ʔŋǁ,consonant,0,-,-,-,-,+,"-,+",-,-,-,-,-,"-,+","-,+",-,0,0,"-,+",+,-,-,"-,+",+,-,-,-,0,-,-,"-,+",-,-,"+,-",-,-,-,-,"-,+",8.853658536585366
0294+014B+01C2,ʔŋǂ,consonant,0,-,-,-,-,+,"-,+",-,-,-,-,-,"-,+",-,-,0,0,"-,+",-,+,-,"-,+",+,-,-,-,0,-,-,"-,+",-,-,"+,-",-,-,-,-,"-,+",8.853658536585366
0294+014B+01C3,ʔŋǃ,consonant,0,-,-,-,-,+,"-,+",-,-,-,-,-,"-,+",-,-,0,0,"-,+",+,-,-,"-,+",+,-,-,-,0,-,-,"-,+",-,-,"+,-",-,-,-,-,"-,+",8.853658536585366
0294+014B+0298,ʔŋʘ,consonant,0,-,-,-,-,+,"-,+",-,-,-,-,-,"-,+",-,"-,+",-,-,-,0,0,0,"-,+",+,-,-,-,0,-,-,"-,+",-,-,"+,-",-,-,-,-,"-,+",8.853658536585366
0061+1D31,aᴱ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,-,0,-,-,+,+,-,-,0,0,-,-,0,8.853658536585366
0065+02E4,eˤ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,"-,+",-,+,-,-,-,0,0,-,-,0,8.853658536585366
006F+02E4,oˤ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,"-,+",-,+,-,-,-,0,0,-,-,0,15.969376693766936
006F+1D31,oᴱ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,+,-,-,0,0,-,-,0,8.853658536585366
0075+1D31,uᴱ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,+,-,-,0,0,-,-,0,8.853658536585366
0064+0320+0292+0078+02BC,d̠ʒxʼ,consonant,0,-,-,-,-,+,-,"-,+",+,-,-,-,-,-,-,0,0,"+,-",-,+,+,"-,+",+,-,-,-,0,-,-,"+,-",-,-,"-,+",-,-,"-,+",-,-,4.426829268292683
0064+0320+0292+02B0,d̠ʒʰ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-,4.426829268292683
006B+01C0+0078+02BC,kǀxʼ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,-,-,-,-,-,+,-,-,+,-,+,4.426829268292683
006B+01C0+02B0+02BC,kǀʰʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",+,+,-,"+,-",+,-,-,-,0,-,-,-,-,"-,+","+,-",-,-,"-,+",-,+,4.426829268292683
006B+01C1+0078+02BC,kǁxʼ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,+,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,-,-,-,+,-,-,+,-,+,4.426829268292683
006B+01C1+02B0+02BC,kǁʰʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,"-,+",-,0,0,"-,+",+,-,-,"+,-",+,-,-,-,0,-,-,-,-,"-,+","+,-",-,-,"-,+",-,+,4.426829268292683
006B+01C1+02BC,kǁʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,+,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,-,-,-,+,-,-,+,-,+,13.28048780487805
006B+01C3+0078+02BC,kǃxʼ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,-,-,-,+,-,-,+,-,+,4.426829268292683
006B+01C3+02B0+02BC,kǃʰʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",+,-,-,"+,-",+,-,-,-,0,-,-,-,-,"-,+","+,-",-,-,"-,+",-,+,4.426829268292683
006B+01C3+02BC,kǃʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,-,-,-,+,-,-,+,-,+,13.28048780487805
006B+203C,k‼,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,+,4.426829268292683
006B+203C+0078,k‼x,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,-,-,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,+,4.426829268292683
006B+203C+0078+02BC,k‼xʼ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,-,-,+,+,-,-,-,0,-,-,-,-,-,+,-,-,+,-,+,4.426829268292683
006B+203C+02B0,k‼ʰ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,+,+,-,-,-,0,-,-,-,-,+,-,-,-,-,-,+,4.426829268292683
006B+203C+02B0+02BC,k‼ʰʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,"-,+",-,-,-,"+,-",+,-,-,-,0,-,-,-,-,"-,+","+,-",-,-,"-,+",-,+,4.426829268292683
006B+203C+02BC,k‼ʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,+,+,-,-,-,0,-,-,-,-,-,+,-,-,+,-,+,4.426829268292683
0071+006D,qm,consonant,0,-,-,-,-,+,"-,+",-,-,-,-,-,"-,+",-,"-,+",-,-,-,0,0,0,"+,-",-,-,-,+,0,-,-,"-,+",-,-,-,-,-,-,-,-,4.426829268292683
0071+006E,qn,consonant,0,-,-,-,-,+,"-,+",-,-,-,-,-,"-,+",-,-,0,0,"-,+",+,-,-,"+,-",-,-,-,+,0,-,-,"-,+",-,-,-,-,-,-,-,-,4.426829268292683
0074+02B0+02BC,tʰʼ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-,4.426829268292683
0074+0320+0283+0078,t̠ʃx,consonant,0,-,-,-,-,+,-,"-,+",+,-,-,-,-,-,-,0,0,"+,-",-,+,+,"-,+",+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,4.426829268292683
014B+01C0+02B1,ŋǀʱ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,+,+,-,-,-,0,-,-,+,-,+,-,-,-,-,-,+,4.426829268292683
014B+01C3+02B1,ŋǃʱ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,+,-,+,-,-,-,-,-,+,4.426829268292683
014B+203C,ŋ‼,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,-,-,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,+,4.426829268292683
014B+203C+02B1,ŋ‼ʱ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,-,-,-,+,+,-,-,-,0,-,-,+,-,+,-,-,-,-,-,+,4.426829268292683
0261+01C0+0078+02BC,ɡǀxʼ,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,"+,-",+,+,-,+,+,-,-,-,0,-,-,"+,-",-,-,"-,+",-,-,"-,+",-,"+,-",4.426829268292683
0261+01C0+02B1,ɡǀʱ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,-,-,+,-,+,-,-,-,-,-,+,4.426829268292683
0261+01C1+0078+02BC,ɡǁxʼ,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,"+,-",-,0,0,"+,-",+,-,-,+,+,-,-,-,0,-,-,"+,-",-,-,"-,+",-,-,"-,+",-,"+,-",4.426829268292683
0261+01C3+0078+02BC,ɡǃxʼ,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,"+,-",+,-,-,+,+,-,-,-,0,-,-,"+,-",-,-,"-,+",-,-,"-,+",-,"+,-",4.426829268292683
0261+01C3+02B1,ɡǃʱ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,+,-,+,-,-,-,-,-,+,4.426829268292683
0261+203C,ɡ‼,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,+,4.426829268292683
0261+203C+0078,ɡ‼x,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,"+,-",-,-,-,+,+,-,-,-,0,-,-,"+,-",-,-,-,-,-,-,-,"+,-",4.426829268292683
0261+203C+0078+02BC,ɡ‼xʼ,consonant,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,-,0,0,"+,-",-,-,-,+,+,-,-,-,0,-,-,"+,-",-,-,"-,+",-,-,"-,+",-,"+,-",4.426829268292683
0261+203C+02B1,ɡ‼ʱ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,+,+,-,-,-,0,-,-,+,-,+,-,-,-,-,-,+,4.426829268292683
02BC+006D,ʼm,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,"-,+",-,-,"+,-",-,-,"+,-",-,-,5.099051490514905
02BC+006E,ʼn,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,"-,+",-,-,"+,-",-,-,"+,-",-,-,5.099051490514905
02BC+014B+01C0,ʼŋǀ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,+,-,+,+,-,-,-,0,-,-,"-,+",-,-,"+,-",-,-,"+,-",-,+,4.426829268292683
02BC+014B+01C3,ʼŋǃ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,+,+,-,-,-,0,-,-,"-,+",-,-,"+,-",-,-,"+,-",-,+,4.426829268292683
006F+0303+02E4,õˤ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,-,+,+,"-,+",-,+,-,-,-,0,0,-,-,0,4.426829268292683
006F+0330+0303,õ̰,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,+,0,0,-,-,0,5.477618741976894
0075+0303+02E4,ũˤ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,+,-,-,+,+,"-,+",-,+,-,-,-,0,0,-,-,0,4.426829268292683
0062+03B2,bβ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,0.21259437984314533
0064+032A+00F0,d̪ð,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,0.021541748264197972
0070+0278,pɸ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0.021541748264197972
02E7+02E8+02E7,˧˨˧,tone,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021541748264197972
006E+03B8,nθ,consonant,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,-,0,0,+,+,"-,+",-,-,0,0,0,0,0,-,-,"+,-",-,-,-,-,-,-,-,-,0.021541748264197972
014B+02B1,ŋʱ,consonant,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,+,-,+,-,-,-,-,-,-,0.021541748264197972
0074+032A+0283+007C+0074+0320+0283,t̪ʃ|t̠ʃ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,0,+,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0.3162020905923345
0065+0258,eɘ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,"+,-",-,+,-,-,+,-,-,-,0,0,-,-,0,0.09208523592085235
006F+0258,oɘ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,-,-,-,"+,-",+,-,-,+,-,-,-,0,0,-,-,0,0.09208523592085235
00F8+0258,øɘ,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,-,-,"+,-",-,+,-,-,+,-,-,-,0,0,-,-,0,0.09208523592085235
0153+0069,œi,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+",-,+,-,"-,+",-,-,+,-,-,-,0,0,-,-,0,0.1841704718417047
0153+0075,œu,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,"+,-","-,+","-,+",-,-,+,-,-,-,0,0,-,-,0,0.09208523592085235
0258+0069,ɘi,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,"-,+",-,+,-,-,+,-,-,-,0,0,-,-,0,0.09208523592085235
026A+031D,ɪ̝,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,0,-,-,+,-,-,-,0,0,-,-,0,0.09208523592085235
026A+031D+02D0,ɪ̝ː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,0,-,-,+,-,-,-,0,0,-,-,0,0.09208523592085235
0063+00E7+02BC,cçʼ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,+,-,0,-,-,-,-,-,+,-,-,+,-,-,11.445434646654158
0068+02BC,hʼ,consonant,0,-,-,-,-,-,-,+,+,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-,0.08197831978319783
0063+00E7+02B7,cçʷ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,"-,+",+,-,+,-,+,-,+,+,-,+,-,0,-,-,-,-,-,-,-,-,-,-,-,0.043083496528395944
025F+029D+02B7,ɟʝʷ,consonant,0,-,-,-,-,+,-,-,+,-,-,-,-,-,"-,+",+,-,+,-,+,-,+,+,-,+,-,0,-,-,+,-,-,-,-,-,-,-,-,0.043083496528395944
0062+0349,b͉,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,+,-,-,-,0.021541748264197972
02C0+0062+0349,ˀb͉,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,"+,-",-,+,-,-,-,0.021541748264197972
0288+02D0,ʈː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,6.416127047767542
0256+02D0,ɖː,consonant,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,2.713787196580381
006B+0070+0072,kpr,consonant,0,-,-,-,-,+,-,-,-,-,-,+,-,-,+,-,-,+,+,-,-,+,+,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,0.38494167550371156
0261+0062+0072,ɡbr,consonant,0,-,-,-,-,+,-,-,-,-,-,+,-,-,+,-,-,+,+,-,-,+,+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-,0.38494167550371156
0064+027E,dɾ,consonant,0,-,-,-,-,+,"-,+","-,+",-,"-,+","-,+",-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,0.4064834237679095
006E+0064+027E,ndɾ,consonant,0,-,-,-,-,+,"+,-,+","-,-,+",-,"-,-,+","-,-,+",-,"+,-,-",-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,0.4064834237679095
0074+027E,tɾ,consonant,0,-,-,-,-,+,"-,+","-,+",-,"-,+","-,+",-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,"-,+",-,-,-,-,-,-,-,-,0.4064834237679095
0074+033A,t̺,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,37.32250267612699
00F0+02D0,ðː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,2.3158875338753386
0257+02B2,ɗʲ,consonant,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,"-,+",+,-,+,-,0,-,-,+,-,-,-,-,-,-,+,-,0.1035200680473958
03B2+0303,β̃,consonant,0,-,-,-,-,+,-,+,+,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,0.16395663956639567
0256+027D,ɖɽ,consonant,0,-,-,-,-,+,"-,+","-,+",-,"-,+","-,+",-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,0.520744144639514
0273+0256+027D,ɳɖɽ,consonant,0,-,-,-,-,+,"+,-,+","-,-,+",-,"-,-,+","-,-,+",-,"+,-,-",-,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,0.520744144639514
0288+027D,ʈɽ,consonant,0,-,-,-,-,+,"-,+","-,+",-,"-,+","-,+",-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,-,-,"-,+",-,-,-,-,-,-,-,-,0.38494167550371156
0072+032A+02D0,r̪ː,consonant,0,-,-,-,+,+,+,+,0,+,-,+,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,0.3981804103755323
0069+031E,i̞,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,0,-,-,+,-,-,-,0,0,-,-,0,8.584215638960044
0069+031E+02D0,i̞ː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,0,-,-,+,-,-,-,0,0,-,-,0,1.059429409362587
0075+031E,u̞,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,0,-,-,+,-,-,-,0,0,-,-,0,2.8026860231772672
0075+031E+02D0,u̞ː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,0,-,-,+,-,-,-,0,0,-,-,0,1.151514645283439
0254+031D,ɔ̝,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,0,0,-,-,0,4.010648921557709
0254+031D+02D0,ɔ̝ː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,0,-,-,+,-,-,-,0,0,-,-,0,0.9673441734417344
025B+031D,ɛ̝,vowel,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,0,-,-,+,-,-,-,0,0,-,-,0,1.059429409362587
025B+031D+02D0,ɛ̝ː,vowel,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,0,-,-,+,-,-,-,0,0,-,-,0,0.9673441734417344
0064+007A+02D0,dzː,consonant,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,1.511216962653328
0074+0073+02BC+02D0,tsʼː,consonant,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,+,-,-,+,-,-,2.001532207629769
0074+0073+02D0,tsː,consonant,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,4.249506880013478
0278+02B0,ɸʰ,consonant,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,+,-,-,-,-,-,-,0.8853658536585366
0278+02D0,ɸː,consonant,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0.8853658536585366
006E+026C,nɬ,consonant,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-","-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,"+,-",-,-,-,-,-,-,-,-,0.021541748264197972
006E+026E,nɮ,consonant,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-","-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,-,-,+,-,-,-,-,-,-,-,-,0.021541748264197972
014B+006B+0078,ŋkx,consonant,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,+,-,-,-,0,-,-,"+,-",-,-,-,-,-,-,-,-,0.021541748264197972
006B+006D,km,consonant,0,-,-,-,-,+,"-,+",-,-,-,-,-,"-,+",-,"-,+",-,-,-,0,0,0,"+,-",+,-,-,-,0,-,-,"-,+",-,-,-,-,-,-,-,-,0.021541748264197972
0261+006D,ɡm,consonant,0,-,-,-,-,+,"-,+",-,-,-,-,-,"-,+",-,"-,+",-,-,-,0,0,0,"+,-",+,-,-,-,0,-,-,+,-,-,-,-,-,-,-,-,0.021541748264197972
006D+0325+0070,m̥p,consonant,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,-,-,-,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,0.021541748264197972
